1.000000, NaN, 0.000000, 1.000000, 3071.000000, 0.116115, 383.875000, 0.577198, 0.970189, 0.058938, 0.982382, 2225.506318, 0.928362, 383.875000, 0.562545, 0.977241, 0.154510, 0.982283, 2188.194426, 0.988699, 383.875000, 6458, 2
1.000000, NaN, 0.000000, 1.000000, 2699.125000, 0.116115, 337.390625, 0.607206, 0.985284, 0.020099, 0.990197, 2012.089442, 0.696212, 337.390625, 0.595075, 0.979139, 0.160330, 0.989689, 1984.788360, 0.757878, 337.390625, 5215, 2
1.000000, NaN, 0.000000, 1.000000, 3378.750000, 0.116115, 422.343750, 0.545040, 0.967515, 0.083093, 0.976995, 2367.903322, 0.912999, 422.343750, 0.534949, 0.978121, 0.161080, 0.978535, 2336.602709, 0.982317, 422.343750, 7584, 2
1.000000, NaN, 0.000000, 1.000000, 3212.000000, 0.116115, 401.500000, 0.551434, 0.980158, 0.050125, 0.982234, 2263.075866, 0.965202, 401.500000, 0.548337, 0.982172, 0.130760, 0.987334, 2246.951249, 0.965202, 401.500000, 6979, 2
1.000000, NaN, 0.000000, 1.000000, 2961.375000, 0.116115, 370.171875, 0.582484, 0.943727, 0.109662, 0.981095, 2158.871881, 0.728134, 370.171875, 0.567870, 0.978650, 0.146300, 0.981822, 2123.207519, 0.982317, 370.171875, 6054, 2
1.000000, NaN, 0.000000, 1.000000, 2871.000000, 0.116115, 358.875000, 0.557935, 0.970508, 0.084988, 0.979384, 2040.216619, 0.912999, 358.875000, 0.559596, 0.980679, 0.126263, 0.982045, 2040.091568, 0.974489, 358.875000, 6032, 2
1.000000, NaN, 0.000000, 1.000000, 2663.375000, 0.116115, 332.921875, 0.573934, 0.978376, 0.146618, 0.975094, 1929.309284, 0.912999, 332.921875, 0.590226, 0.978109, 0.182100, 0.979920, 1957.697184, 0.999295, 332.921875, 5248, 3
1.000000, NaN, 0.000000, 1.000000, 3056.250000, 0.116115, 382.031250, 0.567766, 0.985846, 0.125971, 0.976686, 2198.577185, 0.993651, 382.031250, 0.580501, 0.982174, 0.143967, 0.983072, 2221.136762, 0.993651, 382.031250, 6118, 3
1.000000, NaN, 0.000000, 1.000000, 2693.125000, 0.116115, 336.640625, 0.567023, 0.985672, 0.176468, 0.974373, 1937.140190, 0.982317, 336.640625, 0.587018, 0.979957, 0.164864, 0.983537, 1969.825403, 0.999295, 336.640625, 5377, 3
1.000000, NaN, 0.000000, 1.000000, 2372.500000, 0.116115, 296.562500, 0.616073, 0.985062, 0.138672, 0.978804, 1792.959019, 0.997180, 296.562500, 0.630906, 0.977638, 0.169968, 0.981242, 1816.104162, 0.928362, 296.562500, 4088, 3
1.000000, NaN, 0.000000, 1.000000, 2596.250000, 0.116115, 324.531250, 0.605031, 0.982255, 0.141358, 0.975640, 1943.075072, 0.997180, 324.531250, 0.613987, 0.976559, 0.197496, 0.976758, 1958.445091, 0.974489, 324.531250, 4616, 3
1.000000, NaN, 0.000000, 1.000000, 2788.000000, 0.116115, 348.500000, 0.603808, 0.987734, 0.124103, 0.976654, 2083.523231, 0.928362, 348.500000, 0.618440, 0.969790, 0.252152, 0.979004, 2109.554169, 0.997180, 348.500000, 5010, 3
1.000000, NaN, 0.000000, 1.000000, 2571.500000, 0.116115, 321.437500, 0.592872, 0.986757, 0.141357, 0.973641, 1902.693894, 0.965202, 321.437500, 0.610391, 0.977598, 0.178592, 0.981770, 1928.723695, 0.999295, 321.437500, 4749, 3
1.000000, NaN, 0.000000, 1.000000, 3041.875000, 0.116115, 380.234375, 0.550733, 0.984482, 0.126567, 0.972800, 2151.345111, 0.982317, 380.234375, 0.565063, 0.982407, 0.160427, 0.975605, 2181.178347, 0.988699, 380.234375, 6334, 3
1.000000, NaN, 0.000000, 1.000000, 3001.125000, 0.116115, 375.140625, 0.536030, 0.988361, 0.137115, 0.972274, 2086.921732, 0.942163, 375.140625, 0.548581, 0.980901, 0.155608, 0.979089, 2108.206706, 0.997180, 375.140625, 6551, 3
1.000000, NaN, 0.000000, 1.000000, 2560.250000, 0.116115, 320.031250, 0.591979, 0.987574, 0.142076, 0.976974, 1889.358901, 0.954434, 320.031250, 0.610384, 0.975742, 0.203984, 0.982540, 1918.946603, 0.954434, 320.031250, 4753, 3
1.000000, NaN, 0.000000, 1.000000, 2669.000000, 0.116115, 333.625000, 0.596875, 0.988295, 0.123080, 0.977368, 1980.104302, 0.974489, 333.625000, 0.607979, 0.979944, 0.153241, 0.979730, 1999.423190, 0.988699, 333.625000, 4896, 3
1.000000, NaN, 0.000000, 1.000000, 3112.500000, 0.116115, 389.062500, 0.525265, 0.986605, 0.152932, 0.969910, 2139.125313, 0.974489, 389.062500, 0.546834, 0.978905, 0.180964, 0.977761, 2183.304565, 0.997180, 389.062500, 6939, 3
