1.000000, NaN, 0.000000, 1.000000, 5211.000000, 0.116115, 651.375000, 0.517481, 0.978542, 0.247265, 0.970095, 3543.147333, 0.912999, 651.375000, 0.522909, 0.979493, 0.124208, 0.977475, 3553.537636, 0.896038, 651.375000, 12274, 1
1.000000, NaN, 0.000000, 1.000000, 5146.750000, 0.116115, 643.343750, 0.529690, 0.976077, 0.273522, 0.975951, 3537.537034, 0.811278, 643.343750, 0.514204, 0.979618, 0.150095, 0.979027, 3467.925544, 0.912999, 643.343750, 12210, 1
1.000000, NaN, 0.000000, 1.000000, 6069.500000, 0.116115, 758.687500, 0.476100, 0.986569, 0.188772, 0.980014, 3887.761945, 0.997180, 758.687500, 0.473647, 0.985501, 0.094077, 0.981701, 3871.675877, 0.988699, 758.687500, 16569, 1
1.000000, NaN, 0.000000, 1.000000, 5728.500000, 0.116115, 716.062500, 0.466832, 0.981286, 0.258619, 0.967871, 3646.238056, 0.912999, 716.062500, 0.469582, 0.979152, 0.140831, 0.973854, 3648.098146, 0.954434, 716.062500, 15654, 1
1.000000, NaN, 0.000000, 1.000000, 5870.500000, 0.116115, 733.812500, 0.485254, 0.982831, 0.226769, 0.970635, 3828.551603, 0.997180, 733.812500, 0.488169, 0.981956, 0.113363, 0.974749, 3836.316861, 0.982317, 733.812500, 15224, 1
1.000000, NaN, 0.000000, 1.000000, 4654.125000, 0.116115, 581.765625, 0.510288, 0.981225, 0.256493, 0.977811, 3121.986948, 0.857148, 581.765625, 0.508722, 0.982502, 0.094110, 0.985182, 3105.001994, 0.857148, 581.765625, 11467, 1
1.000000, NaN, 0.000000, 1.000000, 4568.375000, 0.116115, 571.046875, 0.546457, 0.985154, 0.184694, 0.976621, 3206.312667, 0.997180, 571.046875, 0.550741, 0.982531, 0.096643, 0.984666, 3209.387064, 0.997180, 571.046875, 10073, 1
1.000000, NaN, 0.000000, 1.000000, 6086.750000, 0.116115, 760.843750, 0.473060, 0.985031, 0.215714, 0.980708, 3878.466511, 0.912999, 760.843750, 0.458468, 0.986687, 0.093605, 0.981481, 3801.025942, 0.982317, 760.843750, 16854, 1
1.000000, NaN, 0.000000, 1.000000, 2884.875000, 0.116115, 360.609375, 0.582360, 0.966946, 0.056502, 0.985454, 2098.511287, 0.965202, 360.609375, 0.561054, 0.979588, 0.149573, 0.983831, 2050.522207, 0.974489, 360.609375, 6061, 2
1.000000, NaN, 0.000000, 1.000000, 2958.375000, 0.116115, 369.796875, 0.571682, 0.964369, 0.056872, 0.981661, 2131.609643, 0.928362, 369.796875, 0.566372, 0.978709, 0.145688, 0.982631, 2116.679088, 0.982317, 369.796875, 6169, 2
1.000000, NaN, 0.000000, 1.000000, 3081.000000, 0.116115, 385.125000, 0.579696, 0.978231, 0.027832, 0.987734, 2233.774967, 0.757878, 385.125000, 0.576439, 0.982547, 0.132019, 0.988884, 2221.796433, 0.942163, 385.125000, 6280, 2
1.000000, NaN, 0.000000, 1.000000, 3300.750000, 0.116115, 412.593750, 0.563466, 0.978859, 0.047565, 0.983735, 2354.279763, 0.912999, 412.593750, 0.552439, 0.980704, 0.137999, 0.983130, 2324.378694, 0.982317, 412.593750, 7135, 2
1.000000, NaN, 0.000000, 1.000000, 2737.000000, 0.116115, 342.125000, 0.607030, 0.974637, 0.063117, 0.981178, 2048.631684, 0.928362, 342.125000, 0.604673, 0.980154, 0.131348, 0.983932, 2039.866342, 0.965202, 342.125000, 5021, 2
