673.750000, 0.038404, 673.750000, 0.040492, 673.750000, 1
669.281250, 0.040622, 669.281250, 0.023579, 669.281250, 1
783.453125, 0.033865, 783.453125, 0.032269, 783.453125, 1
735.875000, 0.056948, 735.875000, 0.044972, 735.875000, 1
758.078125, 0.042336, 758.078125, 0.040934, 758.078125, 1
593.890625, 0.034202, 593.890625, 0.019522, 593.890625, 1
591.937500, 0.045138, 591.937500, 0.033523, 591.937500, 1
779.625000, 0.031746, 779.625000, 0.022888, 779.625000, 1
360.609375, 0.109710, 360.609375, 0.103211, 360.609375, 2
369.796875, 0.112139, 369.796875, 0.098111, 369.796875, 2
385.125000, 0.102240, 385.125000, 0.097614, 385.125000, 2
412.593750, 0.108309, 412.593750, 0.094524, 412.593750, 2
342.125000, 0.100201, 342.125000, 0.094538, 342.125000, 2
383.875000, 0.111934, 383.875000, 0.105340, 383.875000, 2
337.390625, 0.122540, 337.390625, 0.111055, 337.390625, 2
422.343750, 0.127710, 422.343750, 0.115797, 422.343750, 2
401.500000, 0.095346, 401.500000, 0.094022, 401.500000, 2
370.171875, 0.112279, 370.171875, 0.095226, 370.171875, 2
358.875000, 0.092825, 358.875000, 0.082811, 358.875000, 2
353.718750, 0.169715, 353.718750, 0.159466, 353.718750, 3
63.437500, 0.000985, 63.437500, 0.000985, 63.437500, 3
401.843750, 0.141302, 401.843750, 0.129948, 401.843750, 3
61.625000, 0.025355, 61.625000, 0.025355, 61.625000, 3
355.265625, 0.139332, 355.265625, 0.122707, 355.265625, 3
314.062500, 0.172239, 314.062500, 0.154527, 314.062500, 3
347.812500, 0.154627, 347.812500, 0.142408, 347.812500, 3
370.125000, 0.219858, 370.125000, 0.211415, 370.125000, 3
341.859375, 0.156589, 341.859375, 0.151378, 341.859375, 3
60.562500, 0.012900, 60.562500, 0.012900, 60.562500, 3
402.500000, 0.163665, 402.500000, 0.152174, 402.500000, 3
394.765625, 0.160380, 394.765625, 0.151197, 394.765625, 3
340.687500, 0.204641, 340.687500, 0.187580, 340.687500, 3
357.218750, 0.132272, 357.218750, 0.125711, 357.218750, 3
411.468750, 0.180223, 411.468750, 0.165717, 411.468750, 3
