139.000000, 57.000000, 35.000000, 1
150.000000, 51.000000, 25.000000, 1
144.000000, 60.000000, 35.000000, 1
133.000000, 66.000000, 36.000000, 1
131.000000, 51.000000, 28.000000, 1
136.000000, 39.000000, 20.000000, 1
138.000000, 58.000000, 35.000000, 1
138.000000, 59.000000, 32.000000, 1
140.000000, 53.000000, 32.000000, 1
140.000000, 57.000000, 35.000000, 1
87.000000, 49.000000, 6.000000, 2
125.000000, 82.000000, 12.000000, 2
124.000000, 81.000000, 18.000000, 2
116.000000, 74.000000, 16.000000, 2
141.000000, 88.000000, 14.000000, 2
161.000000, 116.000000, 24.000000, 2
93.000000, 51.000000, 5.000000, 2
112.000000, 64.000000, 4.000000, 2
109.000000, 66.000000, 4.000000, 2
101.000000, 64.000000, 8.000000, 2
182.000000, 119.000000, 40.000000, 3
182.000000, 129.000000, 64.000000, 3
179.000000, 115.000000, 33.000000, 3
180.000000, 128.000000, 58.000000, 3
179.000000, 113.000000, 37.000000, 3
176.000000, 106.000000, 21.000000, 3
194.000000, 131.000000, 55.000000, 3
190.000000, 130.000000, 32.000000, 3
180.000000, 124.000000, 39.000000, 3
183.000000, 120.000000, 30.000000, 3
149.000000, 83.000000, 66.000000, 4
160.000000, 102.000000, 81.000000, 4
137.000000, 92.000000, 74.000000, 4
135.000000, 77.000000, 63.000000, 4
154.000000, 102.000000, 80.000000, 4
156.000000, 102.000000, 83.000000, 4
153.000000, 93.000000, 71.000000, 4
129.000000, 63.000000, 49.000000, 4
141.000000, 87.000000, 70.000000, 4
144.000000, 91.000000, 65.000000, 4
29.000000, 25.000000, 32.000000, 5
22.000000, 18.000000, 27.000000, 5
33.000000, 29.000000, 38.000000, 5
28.000000, 24.000000, 31.000000, 5
24.000000, 20.000000, 28.000000, 5
30.000000, 27.000000, 34.000000, 5
23.000000, 19.000000, 27.000000, 5
116.000000, 70.000000, 36.000000, 6
138.000000, 88.000000, 42.000000, 6
143.000000, 94.000000, 48.000000, 6
145.000000, 89.000000, 41.000000, 6
143.000000, 92.000000, 44.000000, 6
124.000000, 78.000000, 40.000000, 6
160.000000, 108.000000, 54.000000, 6
158.000000, 105.000000, 51.000000, 6
151.000000, 100.000000, 51.000000, 6
160.000000, 107.000000, 55.000000, 6
